id,tipo,titulo,calle,barrio,zona,ciudad,localizacion,precio,precio_metro,caracteristicas,habitaciones,baños,referencia,anunciante,nombre,tlf,url,fecha,superficie,superficie_util,terraza,garaje,estado,armarios,trastero,orientacion,calefaccion,planta,ascensor,construccion
106621017,Ventas,Casa o chalet independiente en venta en Algezares,,Algezares,Este,Murcia,"Barrio Algezares, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",259.000€,1.727 ,"['Casa o chalet independiente', '1 planta', '150 m² construidos, 140 m² útiles', '3 habitaciones', '2 baños', 'Parcela de 1.200 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Calefacción central', 'Solo interior de la vivienda adaptado para personas con movilidad reducida']",3,2,ASM16,Profesional,I Love Murcia servicios inmobiliarios,0,https://www.idealista.com/inmueble/106621017/,2024-11-21 12:07:05,150,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,,sur,central,,,
106617043,Ventas,Casa o chalet independiente en venta en Baños y Mendigo,,Baños y Mendigo,,Murcia,"Barrio Baños y Mendigo, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",515.400€,3.681 ,"['Casa o chalet independiente', '1 planta', '140 m² construidos, 120 m² útiles', '3 habitaciones', '3 baños', 'Parcela de 331 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación sur', 'Construido en 2025', 'No dispone de calefacción']",3,3,3265-04369,Profesional,Quality Homes Costa Calida,34868350339,https://www.idealista.com/inmueble/106617043/,2024-11-21 12:07:05,140,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,,sur,,,,2025
106581291,Ventas,Ático en venta en calle Barranquete s/n,Calle Barranquete s/n,La Alberca,Este,Murcia,"Calle Barranquete s/n, Barrio La Alberca, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",195.000€,1.048 ,"['186 m² construidos', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje por 35.000 € adicionales', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur', 'Calefacción central', 'Planta 2ª exterior', 'Con ascensor']",4,2,106581291,Profesional,Estudio Abai Gestión Inmobiliaria,0,https://www.idealista.com/inmueble/106581291/,2024-11-21 12:07:05,186,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"norte, sur",central,,Sí,
102860421,Ventas,"Piso en venta en via de Murcia, 393",,La Albatalía,Este,Murcia,"Via de Murcia, 393, Barrio La Albatalía, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",320.000€,2.462 ,"['130 m² construidos', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur, oeste', 'Construido en 2005', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']",4,2,102860421,Particular,Juan,0,https://www.idealista.com/inmueble/102860421/,2024-11-21 12:07:05,130,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"norte, sur, oeste",central,,Sí,2005
106575150,Ventas,"Piso en venta en calle Lepanto, 3","Calle Lepanto, 3",San Miguel,Centro,Murcia,"Calle Lepanto, 3, Barrio San Miguel, Distrito Centro, Murcia, Área de Murcia, Murcia",420.000€,2.308 ,"['182 m² construidos', '5 habitaciones', '2 baños', 'Balcón', 'Segunda mano/para reformar', 'Armarios empotrados', 'Orientación norte, oeste', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 4ª exterior', 'Con ascensor']",5,2,106575150,Particular,Carlos García,0,https://www.idealista.com/inmueble/106575150/,2024-11-21 12:07:05,182,,Balcón,,,Armarios empotrados,,"norte, oeste",,,Sí,
106577321,Ventas,"Chalet adosado en venta en Cozarón de Jesús, 24",,San Benito-Patiño,Este,Murcia,"Cozarón de Jesús, 24, Barrio San Benito-Patiño, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",245.000€,946 ,"['Chalet adosado', '3 plantas', '259 m² construidos, 219 m² útiles', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2000', 'Calefacción individual: Bomba de frío/calor']",4,3,106577321,Particular,Bartolomé,0,https://www.idealista.com/inmueble/106577321/,2024-11-21 12:07:05,259,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,este,individual,,,2000
106578221,Ventas,"Piso en venta en Gran Vía del Escultor Francisco Salzillo, 14",,Santa Catalina-San Bartolomé,Centro,Murcia,"Gran Vía del Escultor Francisco Salzillo, 14, Barrio Santa Catalina-San Bartolomé, Distrito Centro, Murcia, Área de Murcia, Murcia",450.000€,3.000 ,"['150 m² construidos', '4 habitaciones', '2 baños', 'Balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Planta 10ª exterior', 'Con ascensor']",4,2,106578221,Particular,juan,0,https://www.idealista.com/inmueble/106578221/,2024-11-21 12:07:05,150,,Balcón,,Segunda mano/buen estado,Armarios empotrados,,oeste,,,Sí,
106568199,Ventas,Ático en venta en calle Sol Poniente,Calle Sol Poniente,Zona Juan Carlos I,Norte,Murcia,"Calle Sol Poniente, Barrio Zona Juan Carlos I, Distrito Norte, Murcia, Área de Murcia, Murcia",405.000€,2.682 ,"['151 m² construidos, 104 m² útiles', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 2022', 'Calefacción individual: Bomba de frío/calor', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 3ª exterior', 'Con ascensor']",4,3,Darma 8 - Ático A,Profesional,"DARMA VIVIENDA, S.A.",0,https://www.idealista.com/inmueble/106568199/,2024-11-21 12:07:05,151,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,sur,individual,,Sí,2022
106579489,Ventas,Piso en venta en Gran Vía del Escultor Francisco Salzillo s/n,,Santa Catalina-San Bartolomé,Centro,Murcia,"Gran Vía del Escultor Francisco Salzillo s/n, Urb. Constitución, Barrio Santa Catalina-San Bartolomé, Distrito Centro, Murcia, Área de Murcia, Murcia",369.000€,2.428 ,"['152 m² construidos', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Planta 4ª exterior', 'Con ascensor']",4,2,"Avenida de la Constitución, junto Pz Circular",Profesional,Estudio Abai Gestión Inmobiliaria,0,https://www.idealista.com/inmueble/106579489/,2024-11-21 12:07:05,152,,Terraza,,Segunda mano/buen estado,Armarios empotrados,Trastero,este,,,Sí,
106579567,Ventas,Ático en venta en calle Río Tajo s/n,Calle Río Tajo s/n,Cobatillas,Norte,Murcia,"Calle Río Tajo s/n, Barrio Cobatillas, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",155.000€,1.281 ,"['121 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']",3,2,Calle Pistillos 12 Cobatillas,Profesional,Estudio Abai Gestión Inmobiliaria,0,https://www.idealista.com/inmueble/106579567/,2024-11-21 12:07:05,121,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,este,individual,,Sí,
106579981,Ventas,"Casa de pueblo en venta en calle Salitre, 7","Calle Salitre, 7",Algezares,Este,Murcia,"Calle Salitre, 7, Barrio Algezares, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",60.000€,484 ,"['Casa de pueblo', '2 plantas', '124 m² construidos, 120 m² útiles', '3 habitaciones', '2 baños', 'Chimenea', 'Segunda mano/para reformar', 'Orientación sur']",3,2,106579981,Particular,Ruzafa,0,https://www.idealista.com/inmueble/106579981/,2024-11-21 12:07:05,124,,,,,,,sur,,,,
106580188,Ventas,Piso en venta en calle Ermita de los Remedios s/n,Calle Ermita de los Remedios s/n,Puente Tocinos,Este,Murcia,"Calle Ermita de los Remedios s/n, Barrio Puente Tocinos, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",160.000€,1.524 ,"['105 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']",3,2,106580188,Profesional,Estudio Abai Gestión Inmobiliaria,0,https://www.idealista.com/inmueble/106580188/,2024-11-21 12:07:05,105,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,norte,,,Sí,
106580249,Ventas,"Casa o chalet independiente en venta en calle José Francisco Pérez Sánchez, 21","Calle José Francisco Pérez Sánchez, 21",El Palmar,Este,Murcia,"Calle José Francisco Pérez Sánchez, 21, Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",150.000€,1.071 ,"['Casa o chalet independiente', '1 planta', '140 m² construidos', '5 habitaciones', '2 baños', 'Parcela de 248 m²', 'Terraza', 'Segunda mano/buen estado', 'Trastero', 'Orientación norte, sur', 'Construido en 1961', 'No dispone de calefacción', 'Acceso y vivienda adaptados para personas con movilidad reducida']",5,2,106580249,Particular,Víctor Sánchez,0,https://www.idealista.com/inmueble/106580249/,2024-11-21 12:07:05,140,,Terraza,,Segunda mano/buen estado,,Trastero,"norte, sur",,,,1961
106580238,Ventas,Piso en venta en calle Diego Ramirez Pagán s/n,Calle Diego Ramirez Pagán s/n,Monteagudo,Norte,Murcia,"Calle Diego Ramirez Pagán s/n, Barrio Monteagudo, Distrito Pedanías Norte, Murcia, Área de Murcia, Murcia",123.000€,946 ,"['130 m² construidos', '3 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Calefacción individual', 'Planta 3ª exterior', 'Con ascensor']",3,2,106580238,Profesional,Estudio Abai Gestión Inmobiliaria,0,https://www.idealista.com/inmueble/106580238/,2024-11-21 12:07:05,130,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"este, oeste",individual,,Sí,
106580038,Ventas,"Ático en venta en calle Periodista Antonio Herrero, 3","Calle Periodista Antonio Herrero, 3",Vista Alegre,Norte,Murcia,"Calle Periodista Antonio Herrero, 3, Barrio Vista Alegre, Distrito Norte, Murcia, Área de Murcia, Murcia",550.000€,3.056 ,"['180 m² construidos, 140 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 4ª exterior', 'Con ascensor']",4,2,106580038,Particular,MANUEL CANOVAS,0,https://www.idealista.com/inmueble/106580038/,2024-11-21 12:07:05,180,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,este,,,Sí,
106580399,Ventas,Casa o chalet independiente en venta en El Palmar,,El Palmar,Este,Murcia,"Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",199.900€,1.111 ,"['Casa o chalet independiente', '2 plantas', '180 m² construidos', '4 habitaciones', '3 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Construido en 1990', 'No dispone de calefacción']",4,3,3792,Profesional,inmobiliaria rosa y valiente .,0,https://www.idealista.com/inmueble/106580399/,2024-11-21 12:07:05,180,,Terraza,Plaza de garaje,Segunda mano/buen estado,,,,,,,1990
106580849,Ventas,Casa o chalet independiente en venta en Los Ramos,,Los Ramos,Este,Murcia,"Barrio Los Ramos, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",140.000€,1.474 ,"['Casa o chalet independiente', '1 planta', '95 m² construidos, 94 m² útiles', '4 habitaciones', '1 baño', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Construido en 2010', 'Calefacción individual', 'Solo interior de la vivienda adaptado para personas con movilidad reducida']",4,1,los123ramos1,Profesional,Llavete Gestión Patrimonial,0,https://www.idealista.com/inmueble/106580849/,2024-11-21 12:07:05,95,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,,individual,,,2010
106454639,Ventas,Chalet adosado en venta en Jerónimo y Avileses,,Jerónimo y Avileses,,Murcia,"Barrio Jerónimo y Avileses, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",285.000€,2.664 ,"['Chalet adosado', '1 planta', '107 m² construidos, 100 m² útiles', '3 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Construido en 2023', 'No dispone de calefacción']",3,2,railiccr,Profesional,Llavete Gestión Patrimonial,0,https://www.idealista.com/inmueble/106454639/,2024-11-21 12:07:05,107,,,,Segunda mano/buen estado,,,,,,,2023
106515681,Ventas,Dúplex en venta en La Alberca,,La Alberca,Este,Murcia,"Barrio La Alberca, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",195.000€,1.048 ,"['186 m² construidos, 150 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Trastero', 'Construido en 2010', 'No dispone de calefacción', 'Planta 1ª exterior', 'Con ascensor']",4,2,laalbercasanjoseccr,Profesional,Llavete Gestión Patrimonial,0,https://www.idealista.com/inmueble/106515681/,2024-11-21 12:07:05,186,,Terraza,Plaza de garaje,Segunda mano/buen estado,,Trastero,,,,Sí,2010
106524835,Ventas,Piso en venta en El Ranero-San Basilio,,El Ranero-San Basilio,Norte,Murcia,"Barrio El Ranero-San Basilio, Distrito Norte, Murcia, Área de Murcia, Murcia",315.000€,1.265 ,"['249 m² construidos, 140 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Construido en 2000', 'No dispone de calefacción', 'Bajo exterior', 'Sin ascensor']",4,2,RANEROCHALETBM,Profesional,Llavete Gestión Patrimonial,0,https://www.idealista.com/inmueble/106524835/,2024-11-21 12:07:05,249,,Terraza,,Segunda mano/buen estado,,,,,,No,2000
106536760,Ventas,Piso en venta en San Juan,,San Juan,Centro,Murcia,"Barrio San Juan, Distrito Centro, Murcia, Área de Murcia, Murcia",124.000€,1.590 ,"['78 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/para reformar', 'Orientación norte', 'No dispone de calefacción', 'Planta 2ª exterior', 'Con ascensor']",3,1,9549S,Profesional,Allure Inmuebles Sl,0,https://www.idealista.com/inmueble/106536760/,2024-11-21 12:07:05,78,,,,,,,norte,,,Sí,
106569710,Ventas,Piso en venta en San Juan,,San Juan,Centro,Murcia,"Barrio San Juan, Distrito Centro, Murcia, Área de Murcia, Murcia",118.000€,2.185 ,"['54 m² construidos, 50 m² útiles', '1 habitación', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Construido en 2005', 'Calefacción individual', 'Planta 2ª exterior', 'Con ascensor']",,1,12224AD,Profesional,VIVENTA GRUPO INMOBILIARIO,0,https://www.idealista.com/inmueble/106569710/,2024-11-21 12:07:05,54,,,,Segunda mano/buen estado,Armarios empotrados,Trastero,"norte, oeste",individual,,Sí,2005
106568994,Ventas,"Chalet adosado en venta en calle Jorge Manrique s/n, urb. La Basilica, 1","Calle Jorge Manrique s/n, urb. La Basilica, 1",Algezares,Este,Murcia,"Calle Jorge Manrique s/n, urb. La Basilica, 1, Urb. La Basilica 1, Barrio Algezares, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",210.000€,1.200 ,"['Chalet adosado', '3 plantas', '175 m² construidos, 150 m² útiles', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación sur', 'Construido en 1995', 'Calefacción central: Gas']",4,2,106568994,Particular,Ines Cambronero Sanchez,0,https://www.idealista.com/inmueble/106568994/,2024-11-21 12:07:05,175,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,sur,central,,,1995
106125714,Ventas,Piso en venta en Zona Juan de Borbón,,Zona Juan de Borbón,Norte,Murcia,"Barrio Zona Juan de Borbón, Distrito Norte, Murcia, Área de Murcia, Murcia",205.000€,3.015 ,"['68 m² construidos', '1 habitación', '1 baño', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2009', 'No dispone de calefacción', 'Bajo exterior', 'Con ascensor']",,1,9529MJ,Profesional,Allure Inmuebles Sl,0,https://www.idealista.com/inmueble/106125714/,2024-11-21 12:07:05,68,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,este,,,Sí,2009
106563867,Ventas,"Piso en venta en calle Ramón y Cajal, 7","Calle Ramón y Cajal, 7",Lobosillo,,Murcia,"Calle Ramón y Cajal, 7, Barrio Lobosillo, Distrito Campo de Murcia, Murcia, Área de Murcia, Murcia",58.000€,500 ,"['116 m² construidos, 99 m² útiles', '2 habitaciones', '2 baños', 'Balcón', 'Segunda mano/para reformar', 'Construido en 2009', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Bajo exterior', 'Con ascensor']",2,2,155888-R,Profesional,URBANE MAI,0,https://www.idealista.com/inmueble/106563867/,2024-11-21 12:07:05,116,,Balcón,,,,,,,,Sí,2009
96768809,Ventas,"Piso en venta en calle Las Zarzas, 3","Calle Las Zarzas, 3",Alquerías,Este,Murcia,"Calle Las Zarzas, 3, Barrio Alquerías, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",67.500€,767 ,"['88 m² construidos', '2 habitaciones', '2 baños', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este', 'Construido en 2005', 'No dispone de calefacción', 'Planta 3ª exterior', 'Con ascensor']",2,2,009313,Profesional,Central Inmobiliaria,0,https://www.idealista.com/inmueble/96768809/,2024-11-21 12:07:05,88,,,,Segunda mano/buen estado,Armarios empotrados,Trastero,este,,,Sí,2005
1930857,Ventas,"Piso en venta en calle Condes de la Concepcion, 1","Calle Condes de la Concepcion, 1",El Palmar,Este,Murcia,"Calle Condes de la Concepcion, 1, Barrio El Palmar, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",116.000€,1.468 ,"['79 m² construidos, 60 m² útiles', '2 habitaciones', '1 baño', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, oeste', 'Calefacción central', 'Acceso y vivienda adaptados para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']",2,1,1930857,Particular,plana43,0,https://www.idealista.com/inmueble/1930857/,2024-11-21 12:07:05,79,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"norte, oeste",central,,Sí,
105453517,Ventas,Casa o chalet independiente en venta en Sangonera la Verde,,Sangonera la Verde,Este,Murcia,"Barrio Sangonera la Verde, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",77.407€,774 ,"['Casa o chalet independiente', '1 planta', '100 m² construidos, 95 m² útiles', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Trastero', 'Construido en 1960', 'No dispone de calefacción']",3,1,CA1638,Profesional,OSCAR GARCÍA YUBERO,0,https://www.idealista.com/inmueble/105453517/,2024-11-21 12:07:05,100,,,,Segunda mano/buen estado,,Trastero,,,,,1960
106571891,Ventas,Piso en venta en La Paz,,La Paz,Centro,Murcia,"Barrio La Paz, Distrito Centro, Murcia, Área de Murcia, Murcia",119.900€,967 ,"['124 m² construidos, 120 m² útiles', '4 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, este', 'Construido en 1979', 'No dispone de calefacción', 'Planta 5ª exterior', 'Con ascensor']",4,2,30-15-15268,Profesional,Comprarcasa Iniesta Inmobiliaria,0,https://www.idealista.com/inmueble/106571891/,2024-11-21 12:07:05,124,,Balcón,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"norte, este",,,Sí,1979
106572039,Ventas,Piso en venta en Beniaján,,Beniaján,Este,Murcia,"Barrio Beniaján, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",114.000€,1.027 ,"['111 m² construidos', '3 habitaciones', '2 baños', 'Balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este', 'Construido en 2007', 'No dispone de calefacción', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 1ª exterior', 'Con ascensor']",3,2,30-15-15290,Profesional,Comprarcasa Iniesta Inmobiliaria,0,https://www.idealista.com/inmueble/106572039/,2024-11-21 12:07:05,111,,Balcón,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,,este,,,Sí,2007
106572585,Ventas,Piso en venta en calle Madrid,Calle Madrid,La Fama,Centro,Murcia,"Calle Madrid, Barrio La Fama, Distrito Centro, Murcia, Área de Murcia, Murcia",120.000€,2.353 ,"['51 m² construidos, 42 m² útiles', '2 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Trastero', 'Planta 3ª exterior', 'Sin ascensor']",2,1,RP2262024132279,Profesional,REDPISO MURCIA CONDOMINA,0,https://www.idealista.com/inmueble/106572585/,2024-11-21 12:07:05,51,,,,Segunda mano/buen estado,,Trastero,,,,No,
106572768,Ventas,Dúplex en venta en San Benito-Progreso,,San Benito-Progreso,Este,Murcia,"Barrio San Benito-Progreso, Distrito Pedanías Este, Murcia, Área de Murcia, Murcia",299.000€,1.954 ,"['153 m² construidos, 140 m² útiles', '4 habitaciones', '2 baños', 'Terraza', 'Segunda mano/buen estado', 'Armarios empotrados', 'Construido en 1990', 'No dispone de calefacción', 'Planta 1ª exterior', 'Sin ascensor']",4,2,patinoccr,Profesional,Llavete Gestión Patrimonial,0,https://www.idealista.com/inmueble/106572768/,2024-11-21 12:07:05,153,,Terraza,,Segunda mano/buen estado,Armarios empotrados,,,,,No,1990
106324043,Ventas,"Piso en venta en camino Hondo, 1","Camino Hondo, 1",La Purísima-Barriomar,Sur,Murcia,"Camino Hondo, 1, Barrio La Purísima-Barriomar, Distrito Sur, Murcia, Área de Murcia, Murcia",127.600€,1.129 ,"['113 m² construidos, 81 m² útiles', '3 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación norte, sur, este, oeste', 'Construido en 2024', 'exterior', 'Con ascensor']",3,2,C0126-00146,Profesional,CENTURY 21 Now III,0,https://www.idealista.com/inmueble/106324043/,2024-11-21 12:07:05,113,,,Plaza de garaje,Segunda mano/buen estado,,,"norte, sur, este, oeste",,,Sí,2024
106324209,Ventas,"Piso en venta en camino Hondo, 1","Camino Hondo, 1",La Purísima-Barriomar,Sur,Murcia,"Camino Hondo, 1, Barrio La Purísima-Barriomar, Distrito Sur, Murcia, Área de Murcia, Murcia",139.000€,1.311 ,"['106 m² construidos, 72 m² útiles', '2 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación norte, sur, este, oeste', 'exterior', 'Con ascensor']",2,2,C0126-00152,Profesional,CENTURY 21 Now III,0,https://www.idealista.com/inmueble/106324209/,2024-11-21 12:07:05,106,,,Plaza de garaje,Segunda mano/buen estado,,,"norte, sur, este, oeste",,,Sí,
106324217,Ventas,"Piso en venta en camino Hondo, 1","Camino Hondo, 1",La Purísima-Barriomar,Sur,Murcia,"Camino Hondo, 1, Barrio La Purísima-Barriomar, Distrito Sur, Murcia, Área de Murcia, Murcia",102.000€,1.146 ,"['89 m² construidos, 61 m² útiles', '2 habitaciones', '1 baño', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Orientación norte, sur, este, oeste', 'Construido en 2024', 'exterior', 'Con ascensor']",2,1,C0126-00151,Profesional,CENTURY 21 Now III,0,https://www.idealista.com/inmueble/106324217/,2024-11-21 12:07:05,89,,,Plaza de garaje,Segunda mano/buen estado,,,"norte, sur, este, oeste",,,Sí,2024
105915817,Ventas,Piso en venta en calle Federico García Lorca,Calle Federico García Lorca,El Ranero-San Basilio,Norte,Murcia,"Calle Federico García Lorca, Barrio El Ranero-San Basilio, Distrito Norte, Murcia, Área de Murcia, Murcia",279.500€,2.409 ,"['116 m² construidos, 110 m² útiles', '4 habitaciones', '2 baños', 'Terraza y balcón', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación este, oeste', 'Construido en 2000', 'Calefacción individual', 'Solo acceso exterior adaptado para personas con movilidad reducida', 'Planta 2ª exterior', 'Con ascensor']",4,2,RYP-0139701,Profesional,Inmobiliaria Rosa Y Porta,0,https://www.idealista.com/inmueble/105915817/,2024-11-21 12:07:05,116,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"este, oeste",individual,,Sí,2000
106573277,Ventas,Piso en venta en Santa María de Gracia,,Santa María de Gracia,Norte,Murcia,"Barrio Santa María de Gracia, Distrito Norte, Murcia, Área de Murcia, Murcia",179.000€,2.238 ,"['80 m² construidos', '3 habitaciones', '1 baño', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación oeste', 'Construido en 1975', 'Calefacción central: Gas', 'Planta 1ª exterior', 'Sin ascensor']",3,1,9550S,Profesional,Allure Inmuebles Sl,0,https://www.idealista.com/inmueble/106573277/,2024-11-21 12:07:05,80,,,,Segunda mano/buen estado,Armarios empotrados,,oeste,central,,No,1975
106537922,Ventas,Piso en venta en Vista Alegre,,Vista Alegre,Norte,Murcia,"Barrio Vista Alegre, Distrito Norte, Murcia, Área de Murcia, Murcia",550.000€,3.005 ,"['183 m² construidos, 140 m² útiles', '4 habitaciones', '2 baños', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Orientación este, oeste', 'Construido en 2007', 'Calefacción central', 'Planta 6ª exterior', 'Con ascensor']",4,2,07317,Profesional,BASCUÑANA INMOBILIARIA,0,https://www.idealista.com/inmueble/106537922/,2024-11-21 12:07:05,183,,,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,,"este, oeste",central,,Sí,2007
106562772,Ventas,Casa o chalet independiente en venta en camino de las Casas,Camino de las Casas,Sangonera la Seca,Este,Murcia,"Camino de las Casas, Barrio Sangonera la Seca, Distrito Pedanías Oeste, Murcia, Área de Murcia, Murcia",300.000€,949 ,"['Casa o chalet independiente', '1 planta', '316 m² construidos, 266 m² útiles', '3 habitaciones', '3 baños', 'Parcela de 3.670 m²', 'Terraza', 'Plaza de garaje incluida en el precio', 'Segunda mano/buen estado', 'Armarios empotrados', 'Trastero', 'Orientación norte, sur', 'Construido en 2005', 'Calefacción individual', 'Acceso y vivienda adaptados para personas con movilidad reducida']",3,3,ME6191,Profesional,Agustín Mundo de Viviendas,0,https://www.idealista.com/inmueble/106562772/,2024-11-21 12:07:05,316,,Terraza,Plaza de garaje,Segunda mano/buen estado,Armarios empotrados,Trastero,"norte, sur",individual,,,2005
